0.697577,0.514993,0.749142,0.343922,0.740087,0.211164,0.729944,0.146236,0.691860,0.159650,0.545892,0.154612,0.524041,0.074173,0.551581,0.096410,0.569061,0.130634,0.506548,0.224532,0.508203,0.134632,0.551888,0.166265,0.587691,0.224858,0.493152,0.325086,0.551926,0.232038,0.655336,0.241044,0.730751,0.271458,0.505760,0.416850,0.564366,0.341649,0.639072,0.302363,0.704390,0.291544,1
0.694486,0.512689,0.555063,0.475931,0.479511,0.372714,0.472538,0.278829,0.484273,0.235463,0.598494,0.144443,0.488977,0.094671,0.483523,0.140119,0.497891,0.153371,0.644245,0.120827,0.527125,0.031515,0.529552,0.100909,0.551248,0.154296,0.679256,0.120435,0.582801,0.034758,0.579224,0.111134,0.593149,0.167995,0.710920,0.161265,0.625236,0.058964,0.605301,0.118396,0.610012,0.164188,1
0.655751,0.455670,0.590466,0.370188,0.515917,0.273040,0.472006,0.200375,0.437032,0.182957,0.423003,0.222123,0.455482,0.086673,0.512884,0.151085,0.534579,0.213222,0.454223,0.217151,0.513901,0.079004,0.576464,0.149061,0.608153,0.213100,0.507675,0.219608,0.571415,0.056848,0.621383,0.124710,0.647984,0.195640,0.567614,0.226465,0.606017,0.092595,0.640591,0.099987,0.672127,0.125919,1
0.652249,0.421646,0.558145,0.382872,0.464976,0.284075,0.429928,0.199241,0.438587,0.156640,0.432721,0.204131,0.422694,0.116642,0.458116,0.164379,0.461854,0.202905,0.494331,0.185378,0.499171,0.086126,0.544652,0.158276,0.558006,0.219847,0.563982,0.175971,0.572688,0.063039,0.604660,0.131031,0.612882,0.186241,0.630470,0.176380,0.631122,0.078229,0.649350,0.112131,0.664001,0.153058,1
0.619583,0.394932,0.507862,0.395588,0.409145,0.336322,0.371586,0.246230,0.396560,0.196008,0.457297,0.217187,0.425199,0.109159,0.439330,0.197256,0.447501,0.256221,0.511871,0.190617,0.488221,0.093754,0.503799,0.198332,0.518047,0.244073,0.572593,0.169877,0.550795,0.074941,0.557952,0.186712,0.566344,0.240535,0.638104,0.157143,0.614536,0.072192,0.609940,0.156272,0.612923,0.209582,1
0.603588,0.381604,0.493861,0.386371,0.394825,0.329706,0.366487,0.227313,0.409579,0.177256,0.449585,0.203898,0.419898,0.115240,0.441811,0.213050,0.449281,0.270186,0.505723,0.175208,0.490318,0.098192,0.513508,0.208804,0.517435,0.246184,0.566476,0.158652,0.549287,0.069563,0.563771,0.181039,0.568785,0.227241,0.632438,0.151975,0.613647,0.063710,0.611132,0.140045,0.611196,0.184099,1
0.581723,0.389714,0.481425,0.389701,0.387569,0.330177,0.357767,0.230261,0.408154,0.180740,0.441607,0.211373,0.412787,0.128819,0.433913,0.220808,0.440486,0.260333,0.497749,0.189285,0.478451,0.102965,0.499689,0.212558,0.501941,0.239339,0.553208,0.169903,0.532873,0.077247,0.546714,0.187831,0.550157,0.223604,0.612286,0.160744,0.589429,0.076769,0.588042,0.156272,0.591496,0.200884,1
0.575182,0.398410,0.477422,0.400467,0.383928,0.344075,0.363819,0.245930,0.416796,0.202219,0.434401,0.230104,0.406290,0.147788,0.428432,0.235157,0.438794,0.273751,0.490091,0.208363,0.469950,0.122237,0.492272,0.223897,0.497859,0.249193,0.544645,0.188531,0.527798,0.097219,0.540999,0.201573,0.547203,0.237038,0.601943,0.174704,0.579252,0.093363,0.579644,0.168233,0.586863,0.209927,1
0.562489,0.415523,0.468341,0.423730,0.382612,0.357348,0.360504,0.260548,0.399856,0.213913,0.428727,0.244521,0.403860,0.166238,0.427097,0.255640,0.438772,0.295024,0.481580,0.223684,0.466376,0.148110,0.485941,0.258346,0.487992,0.281557,0.533770,0.208142,0.519260,0.127827,0.531011,0.236338,0.535492,0.265703,0.587610,0.198220,0.567337,0.129714,0.565228,0.208235,0.567687,0.244699,1
0.559908,0.420935,0.472690,0.425535,0.384550,0.375459,0.360791,0.286067,0.407931,0.244479,0.428714,0.270829,0.401637,0.186842,0.423910,0.274160,0.434640,0.312390,0.482642,0.249800,0.462826,0.161794,0.482398,0.267081,0.485421,0.295484,0.535520,0.233765,0.517455,0.139289,0.528068,0.240709,0.532250,0.274757,0.589394,0.221054,0.566370,0.136539,0.564093,0.206913,0.566863,0.245819,1
